_id,price,discount,tag,flashSale,status,children,createdAt,description,image,originalPrice,parent,quantity,slug,title,type,unit,updatedAt,sku
61c355337f19aa31349af3f9,8,0,"[""hair care"",""shampoo""]",false,Show,Hair Care,2021-12-22T16:41:23.190Z,"Hair Care products are those that help to control the properties and behavior of the hair so that it can be maintained in a controlled and desirable manner. This can include hair conditioners, hair sprays, hair straighteners and relaxers, permanent waves, shampoos, rinses, tonics and dressings.",https://i.ibb.co/7Ky2DVF/Herbal-Essences-Bio-Renew-Dry-Shampoo-4-9-fl-oz.jpg,8,Beauty & Health,100,herbal-shampoo,Herbal Shampoo,Health Care,8fl oz,2021-12-22T16:41:23.190Z,
61c355337f19aa31349af3fa,9,0,"[""hair care"",""conditioner""]",false,Show,Hair Care,2021-12-22T16:41:23.191Z,"Hair Care products are those that help to control the properties and behavior of the hair so that it can be maintained in a controlled and desirable manner. This can include hair conditioners, hair sprays, hair straighteners and relaxers, permanent waves, shampoos, rinses, tonics and dressings.",https://i.ibb.co/tbkwJvS/Pantene-Styling-Pantene-Pro-V-Power-Up-Daily-Treatment-16-9-fl-oz-Female-Hair-Care-16-9fl-oz.jpg,9,Beauty & Health,10,pantene-hair-care,Pantene Hair Care,Health Care,9fl oz,2021-12-30T15:17:12.481Z,
61c355337f19aa31349af3fb,8,0,"[""hair care"",""conditioner""]",false,Show,Hair Care,2021-12-22T16:41:23.191Z,"Hair Care products are those that help to control the properties and behavior of the hair so that it can be maintained in a controlled and desirable manner. This can include hair conditioners, hair sprays, hair straighteners and relaxers, permanent waves, shampoos, rinses, tonics and dressings.",https://i.ibb.co/5BT6nYH/Redken-Conditioner-Real-Control-8-5-oz.jpg,8,Beauty & Health,100,redken-conditioner,Redken Conditioner,Health Care,8fl oz,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af3fc,8,0,"[""oral care"",""toothpaste""]",false,Show,Oral Care,2021-12-22T16:41:23.191Z,"Oral Care Products are intended to cleanse the oral cavity, freshen the breath, and maintain good oral hygiene. Some products also include ingredients to protect against the formation of cavities.",https://i.ibb.co/HxFw9Cb/Closeup-Coco-B-Charcoal-Toothpaste-140g.jpg,8,Beauty & Health,100,closeup-toothpaste,Closeup Toothpaste,Health Care,14g,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af3fd,12,0,"[""oral care"",""mouthwash""]",false,Show,Oral Care,2021-12-22T16:41:23.191Z,"Oral Care Products are intended to cleanse the oral cavity, freshen the breath, and maintain good oral hygiene. Some products also include ingredients to protect against the formation of cavities.",https://i.ibb.co/0ngPGNp/Colgate-Plax-Complete-Care-Mouthwash-250ml.jpg,12,Beauty & Health,5,colgate-mouthwash,Colgate Mouthwash,Health Care,250ml,2021-12-30T15:17:27.162Z,
61c355337f19aa31349af3fe,7,0,"[""oral care"",""toothpaste""]",false,Show,Oral Care,2021-12-22T16:41:23.191Z,"Oral Care Products are intended to cleanse the oral cavity, freshen the breath, and maintain good oral hygiene. Some products also include ingredients to protect against the formation of cavities.",https://i.ibb.co/4Ppsjsb/Eurofresh-S-Toothpaste-Strawb-Flv-50g.jpg,7,Beauty & Health,100,eurofresh-toothpaste,Eurofresh Toothpaste,Health Care,50g,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af3ff,10,0,"[""oral care"",""toothpaste""]",false,Show,Oral Care,2021-12-22T16:41:23.191Z,"Oral Care Products are intended to cleanse the oral cavity, freshen the breath, and maintain good oral hygiene. Some products also include ingredients to protect against the formation of cavities.",https://i.ibb.co/26vvL2b/Kshore-Kids-Ex-Soft-Toothbrush-522.jpg,10,Beauty & Health,100,kshore-toothpaste,Kshore Toothpaste,Health Care,14g,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af400,5,0,"[""oral care"",""toothbrush""]",false,Show,Oral Care,2021-12-22T16:41:23.191Z,"Oral Care Products are intended to cleanse the oral cavity, freshen the breath, and maintain good oral hygiene. Some products also include ingredients to protect against the formation of cavities.",https://i.ibb.co/sFgkd5X/Pepsodent-Action-Toothbrush-Medium.jpg,5,Beauty & Health,100,pepsodent-toothbrush,Pepsodent Toothbrush,Health Care,1pcs,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af401,8,0,"[""denim"",""shaving needs""]",false,Show,Shaving Needs,2021-12-22T16:41:23.191Z,"Health products are defined as those substances which gives energy or makes the person healthy. Health products are vitamins, minerals, herbal medicines, homeopathic preparations, probiotics and even some traditional medicines are also prescribed by doctor or any equivalent physician.",https://i.ibb.co/ky4ngpd/Denim-Black-After-Shave-100-Ml.jpg,8,Beauty & Health,100,denim-after-shave,Denim After Shave,Health Care,100ml,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af402,9,0,"[""gillette"",""shaving needs""]",false,Show,Shaving Needs,2021-12-22T16:41:23.191Z,"Health products are defined as those substances which gives energy or makes the person healthy. Health products are vitamins, minerals, herbal medicines, homeopathic preparations, probiotics and even some traditional medicines are also prescribed by doctor or any equivalent physician.",https://i.ibb.co/m0LJmGQ/Gillette-Foam-98g-Sensitive.jpg,9,Beauty & Health,100,gillette-foam,Gillette Foam,Health Care,90g,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af403,8,0,"[""schick"",""shaving needs""]",false,Show,Shaving Needs,2021-12-22T16:41:23.191Z,"Health products are defined as those substances which gives energy or makes the person healthy. Health products are vitamins, minerals, herbal medicines, homeopathic preparations, probiotics and even some traditional medicines are also prescribed by doctor or any equivalent physician.",https://i.ibb.co/cbfRDMn/Schick-Exacta-2-Pouch-2-1-Free.jpg,8,Beauty & Health,100,schick-exacta,Schick Exacta,Health Care,2p,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af404,6,0,"[""gillette"",""shaving needs""]",false,Show,Shaving Needs,2021-12-22T16:41:23.191Z,"Health products are defined as those substances which gives energy or makes the person healthy. Health products are vitamins, minerals, herbal medicines, homeopathic preparations, probiotics and even some traditional medicines are also prescribed by doctor or any equivalent physician.",https://i.ibb.co/WknpN14/Gillette-Vector-1-Refillable.jpg,6,Beauty & Health,100,gillette-vector-refillable,Gillette Vector Refillable,Health Care,100ml,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af405,7,0,"[""gillette"",""shaving needs""]",false,Show,Shaving Needs,2021-12-22T16:41:23.191Z,"Health products are defined as those substances which gives energy or makes the person healthy. Health products are vitamins, minerals, herbal medicines, homeopathic preparations, probiotics and even some traditional medicines are also prescribed by doctor or any equivalent physician.",https://i.ibb.co/gMLqP7Q/Gillette-Vector-2s-Cartridges.jpg,7,Beauty & Health,100,gillette-vector,Gillette Vector,Health Care,2s,2021-12-22T16:41:23.191Z,
61c355337f19aa31349af406,8,0,"[""skin care"",""lotion""]",false,Show,Skin Care,2021-12-22T16:41:23.192Z,"Skin care is the range of practices that support skin integrity, enhance its appearance and relieve skin conditions. Skin care is a part of the treatment of wound healing, radiation therapy and some medications.",https://i.ibb.co/jzRftZC/Banana-Boat-for-Men-Triple-Defense-SPF-30-Sunscreen-Lotion-2fl-oz.jpg,8,Beauty & Health,100,banana-boat-lotion,Banana Boat Lotion,Health Care,2fl oz,2021-12-22T16:41:23.192Z,
61c355337f19aa31349af407,9,0,"[""skin care"",""lotion""]",false,Show,Skin Care,2021-12-22T16:41:23.194Z,"Skin care is the range of practices that support skin integrity, enhance its appearance and relieve skin conditions. Skin care is a part of the treatment of wound healing, radiation therapy and some medications.",https://i.ibb.co/WvcHzmk/Best-Choice-Absorbing-Moisturizing-Soap-7-5-oz.jpg,9,Beauty & Health,100,best-choice-soap,Best Choice Soap,Health Care,5fl oz,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af408,8,0,"[""skin care"",""face wash""]",false,Show,Skin Care,2021-12-22T16:41:23.194Z,"Skin care is the range of practices that support skin integrity, enhance its appearance and relieve skin conditions. Skin care is a part of the treatment of wound healing, radiation therapy and some medications.",https://i.ibb.co/FWP2RdG/Earthly-Remedies-by-Erin-Face-Wash-each.jpg,8,Beauty & Health,5,erin-face-wash,Erin Face Wash,Health Care,each,2021-12-30T15:17:43.911Z,
61c355337f19aa31349af409,7,0,"[""skin care"",""lotion""]",false,Show,Skin Care,2021-12-22T16:41:23.194Z,"Skin care is the range of practices that support skin integrity, enhance its appearance and relieve skin conditions. Skin care is a part of the treatment of wound healing, radiation therapy and some medications.",https://i.ibb.co/9YBpvCj/ultra-protect-sunscreen-lotion.jpg,7,Beauty & Health,100,sunscreen-lotion,Sunscreen Lotion,Health Care,each,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af40a,11,0,"[""skin care"",""lotion""]",false,Show,Skin Care,2021-12-22T16:41:23.194Z,"Skin care is the range of practices that support skin integrity, enhance its appearance and relieve skin conditions. Skin care is a part of the treatment of wound healing, radiation therapy and some medications.",https://i.ibb.co/N7CV3Kk/Goddess-Garden-Broad-Spectrum-Spf-30-Natural-Mineral-Sunscreen-3-4-oz.jpg,11,Beauty & Health,100,goddess-garden-sunscreen,Goddess Garden Sunscreen,Health Care,4oz,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af40b,13,0,"[""fruit-jelly"",""jam & jelly""]",false,Show,Jam & Jelly,2021-12-22T16:41:23.194Z,"Jams and jellies are spreads typically made from fruit, sugar, and pectin. Jelly is made with the juice of the fruit; jam uses the meat of the fruit as well. Some vegetable jellies are also produced.",https://i.postimg.cc/4x8d1Ksb/Ahmed-Mixed-Fruit-Jelly-500g.jpg,13,Jam & Jelly,100,ahmed-fruit-jelly,Ahmed Fruit Jelly,Grocery,500g,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af40c,12,0,"[""foster-clark-jam"",""jam & jelly""]",false,Show,Jam & Jelly,2021-12-22T16:41:23.194Z,"Jams and jellies are spreads typically made from fruit, sugar, and pectin. Jelly is made with the juice of the fruit; jam uses the meat of the fruit as well. Some vegetable jellies are also produced.",https://i.postimg.cc/HLRkffJr/Foster-Clark-Jam-Raspberry-450gm.jpg,12,Jam & Jelly,100,foster-clark-jam,Foster Clark Jam,Grocery,450gm,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af40d,14,0,"[""pran-jelly"",""jam & jelly""]",false,Show,Jam & Jelly,2021-12-22T16:41:23.194Z,"Jams and jellies are spreads typically made from fruit, sugar, and pectin. Jelly is made with the juice of the fruit; jam uses the meat of the fruit as well. Some vegetable jellies are also produced.",https://i.postimg.cc/MTBpxdRd/Pran-Apple-Jelly-375g.jpg,14,Jam & Jelly,100,pran-apple-jelly,Pran Apple Jelly,Grocery,375gm,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af40e,13,0,"[""pran-jam"",""jam & jelly""]",false,Show,Jam & Jelly,2021-12-22T16:41:23.194Z,"Jams and jellies are spreads typically made from fruit, sugar, and pectin. Jelly is made with the juice of the fruit; jam uses the meat of the fruit as well. Some vegetable jellies are also produced.",https://i.postimg.cc/g0n0tY09/Pran-Mango-Jam-375-Gm.jpg,13,Jam & Jelly,9,pran-mango-jam,Pran Mango Jam,Grocery,375gm,2021-12-30T15:17:57.596Z,
61c355337f19aa31349af40f,11,0,"[""pran-jam"",""jam & jelly""]",false,Show,Jam & Jelly,2021-12-22T16:41:23.194Z,"Jams and jellies are spreads typically made from fruit, sugar, and pectin. Jelly is made with the juice of the fruit; jam uses the meat of the fruit as well. Some vegetable jellies are also produced.",https://i.postimg.cc/vTdHmftM/Pran-Mixed-Fruit-Jam-375gm.jpg,11,Jam & Jelly,100,pran-mixed-fruit-jam,Pran Mixed Fruit Jam,Grocery,375gm,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af410,17,0,"[""alshifa-honey"",""honey""]",false,Show,Honey,2021-12-22T16:41:23.194Z,"honey, sweet, viscous liquid food, dark golden in colour, produced in the honey sacs of various bees from the nectar of flowers. Flavour and colour are determined by the flowers from which the nectar is gathered. Some of the most commercially desirable honeys are produced from clover by the domestic honeybee.",https://i.postimg.cc/BQKGXXww/Alshifa-Natural-Honey-250-Gm.jpg,17,Honey,150,alshifa-natural-honey,Alshifa Natural Honey,Grocery,250g,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af411,19,0,"[""aussiebee-honey"",""honey""]",false,Show,Honey,2021-12-22T16:41:23.194Z,"honey, sweet, viscous liquid food, dark golden in colour, produced in the honey sacs of various bees from the nectar of flowers. Flavour and colour are determined by the flowers from which the nectar is gathered. Some of the most commercially desirable honeys are produced from clover by the domestic honeybee.",https://i.postimg.cc/mrbxXVZ0/Aussiebee-Honey-400g-Bottle.jpg,19,Honey,100,aussiebee-honey-bottle,Aussiebee Honey Bottle,Grocery,400g,2021-12-22T16:41:23.194Z,
61c355337f19aa31349af412,16,0,"[""aussiebee-honey"",""honey""]",false,Show,Honey,2021-12-22T16:41:23.195Z,"honey, sweet, viscous liquid food, dark golden in colour, produced in the honey sacs of various bees from the nectar of flowers. Flavour and colour are determined by the flowers from which the nectar is gathered. Some of the most commercially desirable honeys are produced from clover by the domestic honeybee.",https://i.postimg.cc/y8CC9sM6/Aussiebee-Honey-375-Gm-Bottle.jpg,16,Honey,100,aussiebee-honey,Aussiebee Honey,Grocery,375g,2021-12-22T16:41:23.195Z,
61c355337f19aa31349af413,20,0,"[""aussiebee-honey"",""honey""]",false,Show,Honey,2021-12-22T16:41:23.195Z,"honey, sweet, viscous liquid food, dark golden in colour, produced in the honey sacs of various bees from the nectar of flowers. Flavour and colour are determined by the flowers from which the nectar is gathered. Some of the most commercially desirable honeys are produced from clover by the domestic honeybee.",https://i.postimg.cc/6pVJfFKr/Aussiebee-Honey-312g-Glass-Bottle.jpg,20,Honey,5,aussiebee-honey-glass-bottle,Aussiebee Honey Glass Bottle,Grocery,312g,2021-12-30T15:18:09.587Z,
61c355337f19aa31349af414,20,0,"[""dabur"",""honey""]",false,Show,Honey,2021-12-22T16:41:23.195Z,"honey, sweet, viscous liquid food, dark golden in colour, produced in the honey sacs of various bees from the nectar of flowers. Flavour and colour are determined by the flowers from which the nectar is gathered. Some of the most commercially desirable honeys are produced from clover by the domestic honeybee.",https://i.postimg.cc/MGtChRvX/Dabur-Honey-1-Kg-Vatika-Tin-Can-Oil-Free.jpg,20,Honey,100,dabur-honey-oil-free,Dabur Honey Oil Free,Grocery,1kg,2021-12-22T16:41:23.195Z,
